candidate_id,full_name,email,phone,age,graduation_year,institute,degree,major,current_city,applied_role,current_title,career_path,total_experience,num_employers,company_type,company_size,skills,certifications,technical_assessment,aptitude_score,last_rating,kpi_met,awards,trainings_last_year,training_hours,recruitment_channel,last_job_change,currently_enrolled,overtime_history,current_ctc,expected_ctc,notice_period,recruiter_note,post_hire_score
CH-0E53HI,Narendra Srivastava,narendra.srivastava647@outlook.com,+91 9409152158,33,2019,Indian Institute of Technology Kharagpur,MS,,Gurgaon,Full Stack Engineer,Senior Full Stack Developer,Trainee Full Stack Developer (2.5y) | Full Stack Developer (2.2y) | Senior Full Stack Developer (0.8y),5.4 yrs,1,,,"MongoDB,React,React Native,JAVA",PMP,65.0 %,,3,No,-,1,99,Direct,never,no_enrollment,No,1897000,25.9 LPA,0 days,,30.9
CH-OW1PIA,Neelima Rawal,neelima.rawal476@gmail.com,+91 7706390116,38,2010,"Birla Institute of Technology and Science, Pilani",PhD,STEM,Calcutta,Product Analyst,Principal Product Analyst,Trainee (0.4 yrs) | Apprentice (1.7 yrs) | Intern (0.5 yrs) | Trainee Product Analyst (3.6 yrs) | Product Analyst I (0.9 yrs) | Associate Product Analyst (1.2 yrs) | Associate Product Analyst (0.3 yrs) | Product Analyst II (2.2 yrs) | Product Analyst (2.7 yrs) | Product Manager (0.7 yrs),14.2 years,1,Pvt Ltd,50-99,"Excel, MySQL, Computer Vision, tableau, HDFS, Terraform, python, A/B testing, Docker, Statistical Modelling",PMP; NPTEL DSA (Elite),0.37,4.7/10,Unsatisfactory,No,-,2,37,Direct,1,no_enrollment,Yes,INR 36.0 lakh,44.93L,15 days,Mentored two junior engineers; strong communicator.,50.0
CH-X6G9TM,Bhagirath Rathi,bhagirath.rathi895@hotmail.com,+91 7483067902,38,2014,Indian Institute of Technology Bombay,MBA,STEM,Patna,QA Automation Engineer,Tech Lead,Junior QA Engineer [17 mo] | QA Engineer [17 mo] | QA Engineer I [32 mo] | Lead QA Engineer [35 mo] | Staff QA Engineer [35 mo],11.3 yrs,1,,,"Java 8,event streaming (Kafka),flutter,TS,css,vuejs",Scrum Master (CSM),32,62%,4,Yes,-,1,12,Other,1,no_enrollment,No,INR 27.3 lakh,39.7 lpa,30 days,Currently exploring 2-3 other offers.,27.4
CH-WVLFUM,Vaishali Deo,vaishali.deo64@rediffmail.com,+91 7312235529,42,2016,SRM Institute Of Science & Technology,M.Tech,Humanities,Chennai,Frontend Engineer,Frontend Engineer,Frontend Engineer I (3.6 yrs) -> Frontend Engineer (3.8 yrs),7.4 years,7,Pvt Ltd,<10,"python,GraphQL,HTML,JavaScript,SQL,Type Script,CSS",,58,4.8/10,3,Yes,0,1,163,Job Portal,1,no_enrollment,No,18.8 LPA,"₹20,22,000",2 months,,44.8
CH-XRXRB0,Manikarnika Rajawat,manikarnika.rajawat158@outlook.com,+91 8357317152,34,2015,Velammal Institute of Technology,Master of Technology,STEM,Nagpur,Full Stack Engineer,Senior Full Stack Developer,Full Stack Developer I (0.8 yrs) > Associate Full Stack Developer (3.6 yrs) > Full Stack Developer II (3.8 yrs) > Full Stack Developer III (0.6 yrs),8.9 yrs,7,Pvt Ltd,10/49,Docker; golang; CI/CD; Swift; Vue,Databricks Associate,35/100,6.2,4,No,None,1,24,Sourcing,>4,no_enrollment,No,2173000,"₹32,42,000",45 days,Interested in the Bengaluru office.,52.0
CH-DG120H,Isha Mohapatra,isha.mohapatra269@outlook.com,+91 7688171822,40,2017,National Institute of Technology Rourkela,BCA,STEM,Chennai,QA Automation Engineer,QA Engineer III,QA Engineer Intern (0.2 yrs) -> Apprentice (2.6 yrs) -> QA Engineer I (1.6 yrs) -> QA Engineer (2.2 yrs) -> QA Engineer II (1.2 yrs) -> Sr. QA Engineer (0.2 yrs),8.0,1,Pvt Ltd,100-500,"MySQL,FastAPI,java,ci-cd,Python3,Selenium,airflow,Django",,64,,4,no,None,1,34,Sourcing,1,no_enrollment,Yes,17.38L,20.67L,1 month,Carried the pager for a tier-1 service and drove incident post-mortems. Currently exploring 2-3 other offers. Needed frequent guidance during design discussions.,57.3
CH-3LLIZC,Jagdish Agrawal,jagdish.agrawal861@hotmail.com,+91 6529601312,29,2018,Vidyasagar University,B.Tech,STEM,Coimbatore,Data Scientist,Data Scientist,Data Scientist I (0.6 yrs) | Data Scientist I (2.3 yrs) | Data Scientist (1.4 yrs) | Data Scientist II (1.5 yrs),70 months,5,Pvt Ltd,100-500,"experimentation, stats, numpy, kotlin",Databricks Associate,49,7.4,NA,No,0,2,33,Walk-in,1,Full time course,Yes,"$17,788",18.06L,Immediate,Missed two sprint commitments last quarter.,11.7
CH-NVV753,Neeroo Singhi,neeroo.singhi307@yahoo.co.in,+91 7710327353,,2020,Indian Institute of Technology Hyderabad,Btech,STEM,Lucknow,Full Stack Engineer,Sr. Full Stack Developer,Full Stack Developer Intern (1.5 yrs) -> Full Stack Developer Intern (0.8 yrs) -> Full Stack Developer I (0.9 yrs) -> Full Stack Developer (0.8 yrs) -> Senior Full Stack Developer (1.7 yrs),69 months,1,Early Stage Startup,10/49,RESTful services; Structured Query Language; JavaScript; Type Script; NodeJS; Dockerization; react js,,58,4.6,4.0,Yes,0,1,26,Employee Referral,1,no_enrollment,No,1722000,"₹27,30,000",1 month,Open to weekend shifts. Missed two sprint commitments last quarter.,90.6
CH-8I3DTY,Ranveer Dabral,ranveer.dabral56@gmail.com,+91 9647184150,39,2015,"Maharishi Dayanand University, Rohtak",MCA,STEM,Madras,Mobile Engineer,Mobile Developer III,Intern (1.0 yrs) → Apprentice (0.6 yrs) → Mobile Developer Intern (3.6 yrs) → Associate Mobile Developer (2.5 yrs) → Sr. Mobile Developer (1.4 yrs),9.1,1,Pvt Ltd,100-500,RESTful services | Dart/Flutter | Swift | Spark | Vue | Git | Python | Android SDK,AWS Certified Solutions Architect; Azure Fundamentals; NPTEL DSA (Elite),absent,7.1,1,No,0,1,6,Job Portal,3,no_enrollment,No,25.0 lpa,3382000,Immediate joiner,Enquired about ESOPs. Consistently delivered ahead of sprint commitments.,40.7
CH-QS7C1D,Subodh Srivastava,subodh.srivastava166@rediffmail.com,+91 7325139741,29,2020,Sardar Patel University,Btech,STEM,Madras,Full Stack Engineer,Senior Full Stack Developer,Junior Full Stack Developer (0.5y) > Full Stack Developer I (1.6y) > Trainee Full Stack Developer (0.6y) > Full Stack Developer (0.8y) > Full Stack Developer (0.7y) > Senior Full Stack Developer (0.8y),5.1,1,Pvt Ltd,100-500,"SQL, Golang, NodeJS, Selenium, javascript",,62,,New joiner - not rated,No,0,3,23,Job Portal,2,Full time course,No,INR 18.1 lakh,24.4 LPA,15 days,,59.7
CH-TMLRI7,Vicky Kumar,vicky.kumar579@hotmail.com,+91 7806442312,26,2025,Delhi Technological University,BCA,,Pune,Product Analyst,Product Analyst Intern,Trainee (0.9 yrs),Fresher,1,Pvt Ltd,10/49,"T-SQL,MS Excel,split testing",PMP,49,8.7,5/5,1,0,1,57,Job Portal,>4,no_enrollment,Yes,4.5 LPA,INR 5.4 lakh,1 month,Missed two sprint commitments last quarter. Prefers hybrid work.,28.4
CH-2R86ZD,Bimal Tomar,bimal.tomar137@yahoo.co.in,+91 7773179835,36,2012,NSIT Delhi,B.Tech,STEM,Visakhapatnam,Frontend Engineer,Engineering Manager,Trainee Frontend Engineer (1.8y) > Frontend Engineer (2.0y) > Frontend Engineer (3.0y) > Senior Frontend Engineer (1.6y) > Staff Frontend Engineer (4.2y) > Engineering Manager (0.9y),13.6 yrs,4,,,"Django, python, java, cpp, psql, ReactJS, CSS3, TypeScript",Scrum Master (CSM),53,5.5,5.0,N,0,1,38,LinkedIn,3,no_enrollment,Yes,INR 32.3 lakh,INR 38.5 lakh,45 days,,64.3
CH-NIX2S8,Pinaka Misra,pinaka.misra130@rediffmail.com,+91 7707103352,42,2006,Assam Down Town University,BE,STEM,Gurugram,QA Automation Engineer,QA Engineer I,Apprentice (7.5 yrs) | Junior QA Engineer (10.3 yrs),17.9 years,1,,,"GraphQL,Vue,HTML5,React.js,SCSS,PowerBI,psql,Linux,Python3,Google Cloud,Spring Boot,Torch,Apache Spark,GitHub Actions,Angular,hypothesis testing,rest api,JAVA,Go",,67,,4/5,Yes,0,2,15,LinkedIn,1,no_enrollment,Yes,INR 46.7 lakh,5.82 Cr,2 months,,27.2
CH-WD86J8,Kalloo Khosla,kalloo.khosla772@gmail.com,+91 7845946694,40,2017,First Global University to teaching Jainism,BE,STEM,Pune,Product Analyst,Senior Product Analyst,Intern (2.4 yrs) > Trainee Product Analyst (3.0 yrs) > Sr. Product Analyst (0.3 yrs) > Product Analyst III (1.6 yrs),7+ yrs,1,Pvt Ltd,100-500,"ML Ops,Structured Query Language,Dockerization,AB testing,GCP,GraphQL,MS Excel,event streaming (Kafka),tableau,Apache Spark,Kubernetes",CKA,38,5.3,Meets Expectations,Yes,0,1,100,Referral,3,no_enrollment,Yes,21.4 LPA,INR 26.9 lakh,60 days,Currently exploring 2-3 other offers.,81.5
CH-JPJ8QZ,Manjari Giri,manjari.giri802@rediffmail.com,+91 6277267773,26,2022,Indian Institute of Technology Guwahati,BE,,Dehradun,Full Stack Engineer,Junior Full Stack Developer,Intern [8 mo] > Full Stack Developer Intern [11 mo] > Trainee Full Stack Developer [8 mo] > Full Stack Developer I [13 mo],3.3 years,1,,,"rest api,CICD,Django,html,Google Cloud,flutter,React.js,kotlin,Docker,JS",Coursera ML Specialization,not taken,,NA,No,None,1,99,Job Portal,never,,No,14.3 LPA,2002000,45 days,Asked about relocation support.,14.8
CH-CSJ5MY,Pranita Guha,pranita.guha727@gmail.com,+91 7330032760,,2019,Christ University,Bachelor of Technology,STEM,Pune,Product Analyst,Product Analyst I,Trainee Product Analyst (4.6y),4.6 yrs,1,Early Stage Startup,50-99,"sql,tableau,Torch,PowerBI,Advanced Excel,A/B testing",,61,5.8,3,N,0,1,31,Job Portal,1,no_enrollment,No,"$17,136",15.0 LPA,15 days,,64.0
CH-U1U5TB,Sheela Sisodia,sheela.sisodia854@hotmail.com,+91 6231301272,38,2024,Saurashtra University,B.Tech,STEM,Ranchi,Backend Engineer,Junior Software Engineer,Trainee Software Engineer (0.7 yrs) > Trainee Software Engineer (0.9 yrs),1.6 years,1,,,microservice architecture; Structured Query Language; css,Oracle Java SE,46.0 %,7.1,1,No,None,1,64,Sourcing,1,Full time course,No,10.84L,1720000,Immediate,Hiring manager flagged excellent system-design round. Primary on-call owner for the payments service; wrote most runbooks.,10.0
CH-A1S6TY,Ranbir Kher,ranbir.kher956@hotmail.com,+91 9123220796,43,2005,Gujarat University Ahmedabad,BCA,STEM,Hyderabad,Frontend Engineer,Head of Engineering,Trainee Frontend Engineer (0.4 yrs) > Frontend Engineer (3.8 yrs) > Frontend Engineer (2.0 yrs) > Senior Frontend Engineer (5.0 yrs) > Senior Frontend Engineer (1.7 yrs) > Frontend Engineer Lead (2.3 yrs) > Lead Frontend Engineer (2.9 yrs) > VP Engineering (2.7 yrs),>20,5,Pvt Ltd,50-99,graphql; HTML; linux; Kotlin; ReactJS; flask,AWS Certified Solutions Architect,0.36,3.8,3,1,0,1,242,Campus,>4,no_enrollment,Yes,32.18L,43.7 LPA,30 days,Enquired about ESOPs. Mentored two junior engineers; strong communicator.,31.6
CH-RYYNFH,Vandana Goswami,vandana.goswami976@hotmail.com,+91 6992790473,36,2022,Rajiv Gandhi Technical University (University of Technology of Madhya Pradesh),B.Tech,Humanities,Gurgaon,DevOps / SRE,DevOps Engineer,Junior DevOps Engineer (0.6 yrs) | DevOps Engineer II (0.7 yrs) | DevOps Engineer (1.4 yrs),2+ yrs,1,Pvt Ltd,100-500,"version control, Microservices, GitHub Actions, GCP, TF/Keras",,34,5.8,4/5,FALSE,0,1,40,LinkedIn,3,no_enrollment,No,13.36L,12.75L,15 days,,52.0
CH-E1VCMB,Madhu Maali,madhu.maali960@yahoo.co.in,+91 8443721299,42,2007,Potti Sreeramulu Telugu University,M.Tech,STEM,Gurugram,Backend Engineer,"Director, Engineering",Software Engineer I [46 mo] > Junior Software Engineer [27 mo] > Software Engineer II [17 mo] > Senior Software Engineer [6 mo] > Software Engineer Lead [8 mo] > Staff Software Engineer [29 mo] > Engineering Manager [60 mo] > VP Engineering [33 mo],18.7 years,1,Pvt Ltd,100-500,"Microservices, Golang, SwiftUI, sql",,35,6.6,4.0,yes,None,1,105,LinkedIn,1,no_enrollment,No,46.28L,6.01 Cr,1 month,,64.1
CH-E8K3KW,Yamuna Vaidya,yamuna.vaidya339@outlook.com,+91 7723817463,34,2022,Gurukula Kangri University,B.Sc,STEM,Dehradun,Backend Engineer,Software Engineer,Software Engineer I [9 mo] | Software Engineer II [18 mo],2.3 years,3,,,"React Native,Java Script,Selenium WebDriver,REST APIs,Core Java,swift,micro-services,T-SQL,python",ISTQB Foundation,81,6.4,5.0,yes,0,1,50,Job Portal,1,no_enrollment,No,12.2 LPA,12.4 lpa,30 days,Carried the pager for a tier-1 service and drove incident post-mortems. Open to weekend shifts.,60.0
CH-2DGQZB,Haushila Bhati,haushila.bhati202@outlook.com,+91 9918034704,44,2018,Indian Institute of Technology Bombay,M.Sc,STEM,Pune,ML Engineer,Sr. ML Engineer,Intern (1.8 yrs) -> Apprentice (3.3 yrs) -> Senior ML Engineer (1.0 yrs) -> ML Engineer III (2.0 yrs),96 months,2,Funded Startup,100-500,"AWS, PYTHON, Torch, NLP, docker, Scikit Learn",Coursera ML Specialization,65,7.7,3,N,0,1,262,Walk-in,2,Full time course,No,21.7 lpa,"₹29,87,000",Serving notice - 30 days,Asked about relocation support. Owned production incidents end-to-end during on-call rotations. Struggled with the debugging exercise.,51.8
CH-V22Y8J,Lalita Mandal,lalita.mandal903@rediffmail.com,+91 7953899970,46,2000,Rajasthan Technical University,B.Tech,STEM,Hyderabad,Data Engineer,Head of Data Platform,Data Engineer I (5.4y) > Data Engineer I (1.9y) > Data Engineer III (8.2y) > Tech Lead (2.3y) > Data Platform Manager (1.7y) > Head of Data Platform (3.5y),23 years,4,Pvt Ltd,100-500,MLOps | Statistics | PYTHON | MS Excel | C++ | SQL,,0.47,2.5,5,Y,0,1,18,Other,>4,no_enrollment,No,63.3 LPA,INR 74.5 lakh,45 days,,61.1
CH-B8RDSQ,Meenu Dixit,meenu.dixit629@yahoo.co.in,+91 8952749648,38,2008,National Institute of Technology Hamirpur,MS,STEM,Pune,Frontend Engineer,Staff Frontend Engineer,Frontend Engineer I [10 mo] → Frontend Engineer [7 mo] → Frontend Engineer [31 mo] → Frontend Engineer III [11 mo] → Senior Frontend Engineer [26 mo] → Lead Frontend Engineer [27 mo] → Frontend Engineer Lead [12 mo],10.4 years,3,Pvt Ltd,50-99,TS | ES6 | Dockerization | Graph QL | Node | HTML5 | flask | CSS | git,Oracle Java SE,78,,3,N,-,1,106,Job Portal,4,no_enrollment,Yes,1707000,"₹27,86,000",15 days,,42.2
CH-81DBDN,Ridhima Lakhotia,ridhima.lakhotia722@yahoo.co.in,+91 6472572656,32,2019,Sri Venkateswara College of Engineering,MBA,STEM,Gurugram,Data Scientist,Data Scientist II,Intern [21 mo] > Data Scientist I [7 mo] > Trainee Data Scientist [11 mo] > Data Scientist II [31 mo] > Data Scientist [7 mo],6+ yrs,1,Pvt Ltd,10000+,python 3 | stats | git | MySQL | numpy | airflow | A/B testing,PMP; Azure Fundamentals,72,7.0,2,No,0,2,78,Campus,>4,no_enrollment,No,15.6 LPA,24.5 LPA,45 days,,65.3
CH-DFO9VM,Shikha Munda,shikha.munda429@hotmail.com,+91 7935944633,30,2018,"MAHATMA GANDHI UNIVERSITY, KERALA",B.E.,Humanities,Ahmedabad,QA Automation Engineer,QA Engineer,Intern (1.2 yrs) → QA Engineer (1.7 yrs) → QA Engineer II (1.5 yrs) → QA Engineer (1.3 yrs),5.8 years,1,Pvt Ltd,50-99,cypress | Java | CICD | Python3 | Selenium,,0.46,6.5,5/5,Yes,-,1,182,Campus,1,no_enrollment,No,17.02L,20.3 LPA,1 month,Currently exploring 2-3 other offers.,55.1
CH-0QJQR9,Avnish Dhumal,avnish.dhumal964@gmail.com,+91 6185276423,41,2006,Indian Institute of Technology Delhi,Diploma,Humanities,Chennai,DevOps / SRE,Head of Infrastructure,Associate DevOps Engineer (3.5y) | Associate DevOps Engineer (1.7y) | DevOps Engineer II (3.2y) | Senior DevOps Engineer (1.3y) | Tech Lead (2.6y) | Principal DevOps Engineer (2.5y) | Manager - Infrastructure (0.9y) | Principal DevOps Engineer (1.6y) | Head of Infrastructure (1.2y),18.6 years,3,Pvt Ltd,100-500,event streaming (Kafka) | docker | EKS/GKE | IaC (Terraform) | google cloud platform | Golang | AWS | CICD | airflow | Postgres | Vue.js | Git | Unix/Linux | redis,NPTEL DSA (Elite),48,5.7,,N,0,1,90,Job Portal,>4,no_enrollment,Yes,"₹36,79,000",41.7 lpa,30 days,Enquired about ESOPs.,55.6
CH-IO4KY0,Ujjwala Chaubey,ujjwala.chaubey353@hotmail.com,+91 9364343982,38,2010,Indian Institute of Technology Kanpur,BCA,STEM,Lucknow,Data Engineer,Head of Data Platform,Data Engineer Intern [32 mo] > Data Engineer [56 mo] > Data Engineer [2 mo] > Data Engineer II [28 mo] > Sr. Data Engineer [16 mo] > Data Engineer III [10 mo] > Senior Data Engineer [11 mo] > Data Engineer Lead [12 mo] > Manager - Data Platform [19 mo] > VP Data Platform [6 mo],16.1 years,2,,,AWS; workflow orchestration (Airflow); MySQL; android; Google Cloud,PMP,53,5.2/10,4/5,Y,0,1,12,Direct,2,no_enrollment,No,INR 58.6 lakh,"₹58,66,000",Immediate,Communication in the panel round was unclear.,14.3
CH-UX1GLN,Bhoomi Das,bhoomi.das978@gmail.com,+91 9667497100,39,2022,Indian Institute of Technology Bombay,MCA,Arts,Gurugram,Backend Engineer,Software Engineer,Associate Software Engineer (0.6y) | Software Engineer II (0.5y) | Software Engineer (0.9y) | Software Engineer (1.5y),3.4 years,1,,,"sql,React.js,psql,CV (images),python 3,API design",Coursera ML Specialization,76,7.3,3,FALSE,0,1,22,LinkedIn,2,no_enrollment,Yes,"₹10,10,000","₹13,39,000",45 days,Open to weekend shifts.,68.7
CH-4ZK57H,Yashoda Shrivastava,yashoda.shrivastava666@yahoo.co.in,+91 7269032099,48,2001,IIT Delhi,B.Sc,No Major,Hyderabad,Data Engineer,Head of Data Platform,"Trainee Data Engineer (5.5y) → Junior Data Engineer (3.7y) → Data Engineer (1.8y) → Senior Data Engineer (2.8y) → Data Engineer III (3.2y) → Tech Lead (4.0y) → Director, Data Platform (3.3y)",24 years,2,Pvt Ltd,100-500,"PyTorch, Amazon Web Services, kafka, airflow, PySpark",Oracle Java SE,57,6.0,5,Y,None,1,6,Direct,1,no_enrollment,No,47.3 LPA,5751000,45 days,Hiring manager flagged excellent system-design round.,59.7
CH-NEQ5M0,Raghavendra Lakhotia,raghavendra.lakhotia615@yahoo.co.in,+91 9664757478,,2025,NATIONAL INSTITUTE OF TECHNOLOGY MANIPUR,B.Sc,STEM,Hyderabad,Full Stack Engineer,Trainee,Full Stack Developer Intern (0.7 yrs),Fresher,1,Funded Startup,<10,JavaScript | PySpark | rest api | Vue | CI/CD | Selenium | HTML5,Coursera ML Specialization,0.43,2.8,Unsatisfactory,No,0,1,53,Sourcing,1,no_enrollment,No,"₹4,99,000","₹5,90,000",30 days,Asked about relocation support. Reference check was lukewarm about teamwork.,13.0
CH-PSY7SG,Aanchal Singhal,aanchal.singhal915@gmail.com,+91 6783486695,37,2016,Dr. B. R. Ambedkar National Institute of Technology Jalandhar,Btech,STEM,Madras,Full Stack Engineer,Sr. Full Stack Developer,Associate Full Stack Developer [32 mo] | Associate Full Stack Developer [29 mo] | Senior Full Stack Developer [33 mo] | Full Stack Developer III [25 mo],9.9 yrs,9,Pvt Ltd,100-500,node js | EKS/GKE | Structured Query Language | javascript | html | redis | Docker | react js,,40,7.0,Meets Expectations,Yes,-,1,54,Other,1,no_enrollment,Yes,INR 20.8 lakh,27.5 LPA,15 days,Enquired about ESOPs. Hiring manager flagged excellent system-design round.,66.1
CH-8CJS2U,Anubhuti Rajpoot,anubhuti.rajpoot692@rediffmail.com,+91 8107102693,33,2013,Rajalakshmi Engineering College,B.Tech,STEM,Calcutta,Data Engineer,Staff Data Engineer,Apprentice [21 mo] → Associate Data Engineer [4 mo] → Data Engineer III [30 mo] → Data Engineer III [14 mo] → Data Engineer III [38 mo] → Data Engineer II [11 mo] → Lead Data Engineer [7 mo],10+ yrs,1,,,"python,spark,GCP,AWS,SwiftUI,rest api,PANDAS,css,tensorflow,T-SQL,workflow orchestration (Airflow),Apache Kafka,Scikit Learn,Android,Advanced Excel,kubernetes",Databricks Associate,79,6.8,3/5,FALSE,None,1,16,Job Portal,>4,Full time course,Yes,24.2 lpa,37.1 LPA,15 days,,52.3
CH-PY7PXC,Ajay Sengupta,ajay.sengupta152@hotmail.com,+91 6719755792,41,2007,Anna University,B.E.,STEM,Hyderabad,Data Scientist,Manager - Data Science,Apprentice (0.6y) → Apprentice (1.7y) → Sr. Data Scientist (1.1y) → Manager - Data Science (0.9y) → Principal Data Scientist (3.4y) → Data Science Manager (3.2y) → Principal Data Scientist (2.1y),13.1 years,4,Pvt Ltd,10000+,Statistics | nlp | tensorflow | Tableau | Pandas,Coursera ML Specialization,53,7.3,1,Y,0,1,12,Campus,3,no_enrollment,No,4613000,INR 66.4 lakh,60 days,,8.7
CH-PFSVFA,Mansa Dhumal,mansa.dhumal326@gmail.com,+91 6813177179,32,2014,PES University,BE,STEM,Hyderabad,Product Analyst,Staff Product Analyst,Trainee Product Analyst [13 mo] | Product Analyst I [39 mo] | Product Analyst [31 mo] | Lead Product Analyst [25 mo],9.1,1,,,Tableau; AB testing; excel; stats,,33.0 %,5.3,2,FALSE,None,1,9,Job Portal,never,Part time course,No,36.8 lpa,48.33L,30 days,Reference check was lukewarm about teamwork.,11.4
CH-0Z5FFY,Amol Rai,amol.rai903@outlook.com,+91 9160429335,52,1994,Rajiv Gandhi University,M.Sc,STEM,Chennai,Product Analyst,"Director, Product",Trainee Product Analyst (3.0y) > Junior Product Analyst (2.6y) > Product Analyst (2.9y) > Product Manager (8.5y) > VP Product (3.5y) > Head of Product (4.6y),>20,1,Pvt Ltd,500-999,"GCP,experimentation,excel,Tableau,MySQL,Flask",Google Professional Data Engineer,57,4.3/10,5,yes,0,1,18,Referral,2,no_enrollment,No,4983000,78.15L,60 days,Asked about relocation support.,65.2
CH-INPBD5,Ritika Prasad,ritika.prasad799@hotmail.com,+91 8774882640,36,2011,Andhra University,B.Sc,STEM,Nagpur,Product Analyst,Staff Product Analyst,Product Analyst I (4.5y) > Junior Product Analyst (1.6y) > Senior Product Analyst (1.5y) > Tech Lead (2.5y),10.1,3,Pvt Ltd,500-999,"css, MySQL, Tableau, stats, split testing",,0.73,8.4,,Y,None,4,32,Job Portal,>4,no_enrollment,No,2999000,"₹38,57,000",Serving notice - 15 days,,69.3
CH-71P6BY,Vanshika Rout,vanshika.rout997@hotmail.com,+91 6242196168,35,2013,Indian Institute of Technology Kanpur,B.Tech,STEM,Gurugram,QA Automation Engineer,Staff QA Engineer,Associate QA Engineer (1.8 yrs) > QA Engineer II (1.7 yrs) > QA Engineer III (3.6 yrs) > Senior QA Engineer (1.7 yrs) > Tech Lead (1.5 yrs),123 months,3,Funded Startup,10/49,"version control,python,Java 8,react js,SQL,react-native",Google Professional Data Engineer,38,4.8,2,N,0,1,161,Job Portal,1,no_enrollment,No,31.74L,INR 38.7 lakh,2 months,Needed frequent guidance during design discussions.,29.7
